number,moviename,Budget,Domestic,Worldwide
436,American Gangster,"100,000,000","130,164,645","267,985,456"
437,Cloudy with a Chance of Meatballs,"100,000,000","124,870,275","236,827,677"
438,The Other Guys,"100,000,000","119,219,978","170,936,470"
439,Lemony Snicket's A Series of Unfortunate Events,"100,000,000","118,627,117","212,956,024"
440,The Wolf of Wall Street,"100,000,000","116,949,183","389,816,136"
441,Epic,"100,000,000","107,518,682","262,794,441"
442,Eraser,"100,000,000","101,295,562","234,400,000"
443,The Hunchback of Notre Dame,"100,000,000","100,138,851","325,500,000"
444,The Emperor's New Groove,"100,000,000","89,630,573","169,630,573"
445,The Expendables 2,"100,000,000","85,028,192","311,979,256"
446,Where the Wild Things Are,"100,000,000","77,233,467","99,123,656"
447,Eragon,"100,000,000","75,030,163","249,488,115"
448,Hercules,"100,000,000","72,688,614","243,388,614"
449,The Tourist,"100,000,000","67,631,157","278,731,369"
450,End of Days,"100,000,000","66,889,043","212,026,975"
451,Spies in Disguise,"100,000,000","66,757,013","165,124,093"
452,The Stepford Wives,"100,000,000","59,475,623","96,150,482"
453,Surf’s Up,"100,000,000","58,867,694","145,395,745"
454,Blood Diamond,"100,000,000","57,377,916","171,377,916"
455,Midway,"100,000,000","56,846,802","126,815,030"
456,Legend of the Guardians: The Owls of Ga'Hoole,"100,000,000","55,675,313","139,716,717"
457,Land of the Lost,"100,000,000","49,438,370","69,548,641"
458,Peter Pan,"100,000,000","48,417,850","95,255,485"
459,Wonder Park,"100,000,000","45,216,793","115,103,325"
460,Catwoman,"100,000,000","40,202,379","82,078,046"
461,The Expendables 3,"100,000,000","39,322,544","209,461,378"
462,West Side Story,"100,000,000","38,530,322","74,826,329"
463,Treasure Planet,"100,000,000","38,120,554","91,800,000"
464,The King’s Man,"100,000,000","37,176,373","121,125,300"
465,Green Zone,"100,000,000","35,497,337","97,523,020"
466,Geostorm,"100,000,000","33,700,160","220,796,009"
467,Point Break,"100,000,000","28,782,481","126,704,591"
468,Cats,"100,000,000","27,166,770","75,568,355"
469,In the Heart of the Sea,"100,000,000","25,020,758","89,693,309"
470,Transcendence,"100,000,000","23,022,309","103,039,258"
471,Son of the Mask,"100,000,000","17,018,422","59,918,422"
472,Mortal Engines,"100,000,000","15,951,040","85,481,904"
473,Chaos Walking,"100,000,000","13,287,908","27,072,169"
474,The Last Duel,"100,000,000","10,853,945","30,080,003"
475,The Adventures of Pluto Nash,"100,000,000","4,411,102","7,094,995"
476,Jin líng shí san chai,"100,000,000","311,434","98,227,017"
477,The Midnight Sky,"100,000,000",0,"75,615"
478,Artemis Fowl,"100,000,000",0,0
479,The Peanuts Movie,"99,000,000","130,178,411","250,091,610"
480,The LEGO Movie 2: The Second Part,"99,000,000","105,806,508","190,131,035"
481,Robin Hood,"99,000,000","30,824,628","85,210,012"
482,The Mummy Returns,"98,000,000","202,007,640","435,040,395"
483,Ford v. Ferrari,"97,600,000","117,624,357","224,390,706"
484,Gangs of New York,"97,000,000","77,730,500","183,124,621"
485,Alien: Covenant,"97,000,000","74,262,031","238,521,247"
486,Cinderella,"95,000,000","201,151,353","542,351,353"
487,Ice Age: Continental Drift,"95,000,000","161,321,843","879,765,137"
488,Black Hawk Down,"95,000,000","108,638,745","159,691,085"
489,Sex and the City 2,"95,000,000","95,347,692","294,680,778"
490,Percy Jackson & the Olympians: The Lightning Thief,"95,000,000","88,768,303","223,050,874"
491,The Campaign,"95,000,000","86,907,746","104,907,746"
492,Unstoppable,"95,000,000","81,562,942","165,720,921"
493,The Fifth Element,"95,000,000","63,570,862","263,892,820"
494,The Road to El Dorado,"95,000,000","50,802,661","65,700,000"
495,The Lovely Bones,"95,000,000","44,114,232","94,894,448"
496,Ben-Hur,"95,000,000","26,410,477","91,669,648"
497,Seventh Son,"95,000,000","17,725,785","108,874,967"
498,Finding Nemo,"94,000,000","380,529,370","936,094,852"
499,The Lord of the Rings: The Return of the King,"94,000,000","379,021,990","1,121,386,981"
500,The Lord of the Rings: The Two Towers,"94,000,000","342,548,984","919,148,764"
501,Lara Croft: Tomb Raider,"94,000,000","131,144,183","273,330,185"
502,Kingsman: The Secret Service,"94,000,000","128,261,724","404,561,724"
503,The Lord of the Rings: The Fellowship of the Ring,"93,000,000","315,544,750","891,216,824"
504,Jurassic Park III,"93,000,000","181,166,115","365,900,000"
505,Rise of the Planet of the Apes,"93,000,000","176,760,185","470,986,200"
506,The Spiderwick Chronicles,"92,500,000","71,195,053","162,839,667"
507,The Incredibles,"92,000,000","261,441,092","631,441,092"
508,A Good Day to Die Hard,"92,000,000","67,349,198","304,249,198"
509,The Alamo,"92,000,000","22,406,362","23,911,362"
510,Cutthroat Island,"92,000,000","10,017,322","18,517,322"
511,The Secret Life of Walter Mitty,"91,000,000","58,236,838","187,861,183"
512,Jumanji: Welcome to the Jungle,"90,000,000","404,508,916","961,632,807"
513,Men in Black,"90,000,000","250,690,539","587,790,539"
514,Toy Story 2,"90,000,000","245,852,179","511,358,276"
515,Rush Hour 2,"90,000,000","226,164,286","347,425,832"
516,Sherlock Holmes,"90,000,000","209,028,679","498,438,212"
517,Bad Boys For Life,"90,000,000","204,417,855","424,471,663"
518,Ice Age: Dawn of the Dinosaurs,"90,000,000","196,573,705","886,686,817"
519,Sonic the Hedgehog 2,"90,000,000","190,872,904","405,421,518"
520,Spider-Man: Into The Spider-Verse 3D,"90,000,000","190,173,195","375,464,627"
521,Puss in Boots: The Last Wish,"90,000,000","185,382,830","482,969,502"
522,What Lies Beneath,"90,000,000","155,464,351","288,693,989"
523,Sonic The Hedgehog,"90,000,000","146,066,470","302,536,124"
524,Rio,"90,000,000","143,619,809","487,519,809"
525,Once Upon a Time…in Hollywood,"90,000,000","142,502,728","377,426,903"
526,The Departed,"90,000,000","132,384,315","289,660,619"
527,Charlie's Angels,"90,000,000","125,305,545","259,736,090"
528,Mulan,"90,000,000","120,620,254","303,500,000"
529,Tropic Thunder,"90,000,000","110,515,313","191,145,256"
530,The Girl with the Dragon Tattoo,"90,000,000","102,515,793","239,373,970"
531,Contact,"90,000,000","100,920,329","165,900,000"
532,You Don't Mess With the Zohan,"90,000,000","100,018,837","202,910,991"
533,Die Hard: With a Vengeance,"90,000,000","100,012,499","366,101,666"
534,DC League of Super Pets,"90,000,000","93,657,117","203,891,589"
535,The Magnificent Seven,"90,000,000","93,432,655","162,122,642"
536,Alvin and the Chipmunks: The Road Chip,"90,000,000","85,886,987","249,517,956"
537,Atlantis: The Lost Empire,"90,000,000","84,052,762","186,049,020"
538,Valkyrie,"90,000,000","83,107,829","203,932,174"
539,Pixels,"90,000,000","78,765,986","244,041,804"
540,Artificial Intelligence: AI,"90,000,000","78,616,689","235,900,000"
541,The Haunted Mansion,"90,000,000","75,817,994","155,750,628"
542,Hollow Man,"90,000,000","73,209,340","191,200,000"
543,The Interpreter,"90,000,000","72,708,161","162,753,837"
544,Percy Jackson: Sea of Monsters,"90,000,000","68,559,554","200,859,554"
545,Lara Croft: Tomb Raider: The Cradle of Life,"90,000,000","65,653,758","157,092,943"
546,Now You See Me 2,"90,000,000","65,075,540","328,325,007"
547,Spy Game,"90,000,000","62,362,560","143,049,560"
548,The Saint,"90,000,000","61,363,304","169,400,000"
549,Mission to Mars,"90,000,000","60,874,615","106,000,000"
550,Tomb Raider,"90,000,000","58,250,803","273,477,501"
551,Bicentennial Man,"90,000,000","58,220,776","87,420,776"
552,King Arthur,"90,000,000","51,877,963","203,653,524"
553,Volcano,"90,000,000","47,546,796","120,100,000"
554,Death on the Nile,"90,000,000","45,630,104","130,298,184"
555,The Devil's Own,"90,000,000","42,885,593","140,900,000"
556,K-19: The Widowmaker,"90,000,000","35,168,966","65,716,126"
557,Conan the Barbarian,"90,000,000","21,295,021","63,356,133"
558,The Three Musketeers,"90,000,000","20,377,913","139,877,913"
559,The Promise,"90,000,000","8,224,288","10,551,417"
560,The Nutcracker in 3D,"90,000,000","195,459","20,466,016"
561,Bright,"90,000,000",0,0
562,Army of the Dead,"90,000,000",0,0
563,Twister,"88,000,000","241,688,385","495,700,000"
564,Cinderella Man,"88,000,000","61,649,911","105,021,488"
565,The Predator,"88,000,000","51,024,708","159,487,563"
566,Snake Eyes: G.I. Joe Origins,"88,000,000","28,264,325","34,677,221"
567,Fantastic Four,"87,500,000","154,696,080","333,132,750"
568,Hannibal,"87,000,000","165,092,266","350,100,280"
569,Renfield,"86,203,077","3,140,000","3,140,000"
570,Seabiscuit,"86,000,000","120,277,854","148,715,342"
571,Bullet Train,"85,900,000","103,368,602","238,534,963"
572,Project Power,"85,100,000",0,0
573,Cast Away,"85,000,000","233,632,142","427,230,516"
574,Happy Feet,"85,000,000","198,000,317","385,000,315"
575,Ocean's Eleven,"85,000,000","183,417,150","450,728,529"
576,The Bourne Supremacy,"85,000,000","176,087,450","311,001,124"
577,Air Force One,"85,000,000","172,956,409","315,268,353"
578,Sing 2,"85,000,000","162,790,990","404,655,351"
579,Fast & Furious,"85,000,000","155,064,265","359,347,833"
580,Horton Hears a Who,"85,000,000","154,529,439","299,477,886"
581,Elvis,"85,000,000","151,040,048","279,861,842"
582,Divergent,"85,000,000","150,947,895","276,014,965"
583,Hotel Transylvania,"85,000,000","148,313,048","378,119,469"
584,Shazam!,"85,000,000","140,371,656","363,563,907"
585,Enchanted,"85,000,000","127,706,877","340,384,141"
586,Safe House,"85,000,000","126,181,630","207,884,401"
587,I Now Pronounce You Chuck and Larry,"85,000,000","119,725,280","185,708,462"
588,Ocean's Thirteen,"85,000,000","117,144,465","311,744,465"
589,It’s Complicated,"85,000,000","112,735,375","224,614,744"
590,Enemy of the State,"85,000,000","111,549,836","250,649,836"
591,Open Season,"85,000,000","85,105,259","191,932,158"
592,Tower Heist,"85,000,000","78,046,570","150,422,946"
593,102 Dalmatians,"85,000,000","66,941,559","66,941,559"
594,Mirror Mirror,"85,000,000","64,935,167","173,613,482"
595,The Holiday,"85,000,000","63,280,000","204,920,447"
596,The Fast and the Furious: Tokyo Drift,"85,000,000","62,615,510","157,794,205"
597,Memoirs of a Geisha,"85,000,000","57,010,853","161,510,853"
598,Enemy at the Gates,"85,000,000","51,396,781","96,971,293"
599,Last Action Hero,"85,000,000","50,016,394","137,298,489"
600,The Rundown,"85,000,000","47,641,743","80,831,893"
601,Arthur Christmas,"85,000,000","46,462,469","147,865,565"
602,xXx: Return of Xander Cage,"85,000,000","44,898,413","345,033,359"
603,Meet Joe Black,"85,000,000","44,650,003","44,650,003"
604,Cats & Dogs: The Revenge of Kitty Galore,"85,000,000","43,585,753","113,026,383"
605,Collateral Damage,"85,000,000","40,048,332","78,353,508"
606,Showtime,"85,000,000","37,948,765","78,948,765"
607,Judge Dredd,"85,000,000","34,687,912","113,487,912"
608,Zodiac,"85,000,000","33,080,084","83,080,084"
609,Scott Pilgrim vs. The World,"85,000,000","32,841,100","49,286,548"
610,The Core,"85,000,000","31,111,260","74,120,792"
611,Father's Day,"85,000,000","28,681,080","35,681,080"
612,The Greatest Showman,"84,000,000","174,340,174","430,782,826"
613,Scooby-Doo,"84,000,000","153,294,164","276,294,164"
614,Nutty Professor II: The Klumps,"84,000,000","123,307,945","166,307,945"
615,RED 2,"84,000,000","53,262,560","141,507,355"
616,Click,"82,500,000","137,355,633","237,685,089"
617,Charlotte\'s Web,"82,500,000","82,985,708","143,985,708"
618,Jumper,"82,500,000","80,172,128","222,640,812"
619,Hellboy II: The Golden Army,"82,500,000","75,986,503","160,388,063"
620,The Longest Yard,"82,000,000","158,119,460","191,558,505"
621,The Expendables,"82,000,000","103,068,524","268,268,174"
622,Birds of Prey (And the Fantabulous Emancipation&hellip;,"82,000,000","84,158,461","201,005,552"
623,The Boss Baby: Family Business,"82,000,000","57,300,280","146,281,732"
624,The 6th Day,"82,000,000","34,543,701","96,024,898"
625,Bruce Almighty,"81,000,000","242,704,995","484,468,608"
626,The Hunger Games,"80,000,000","408,010,692","677,923,379"
627,Minions: The Rise of Gru,"80,000,000","369,695,210","939,196,774"
628,The Hangover Part II,"80,000,000","254,464,305","586,764,305"
629,Mission: Impossible,"80,000,000","180,981,886","457,697,994"
630,The Lego Batman Movie,"80,000,000","175,750,384","310,563,096"
631,Hotel Transylvania 2,"80,000,000","169,700,110","469,747,882"
632,Batman Returns,"80,000,000","162,833,635","266,824,291"
633,The Secret Life of Pets 2,"80,000,000","158,874,395","446,109,716"
634,The Mummy,"80,000,000","155,385,488","416,385,488"
635,Over the Hedge,"80,000,000","155,019,340","343,397,247"
636,Lilo & Stitch,"80,000,000","145,771,527","245,799,997"
637,Deep Impact,"80,000,000","140,464,664","349,464,664"
638,Grown Ups 2,"80,000,000","133,668,525","247,023,808"
639,Alvin and the Chipmunks: Chipwrecked,"80,000,000","133,107,389","349,088,523"
640,Get Smart,"80,000,000","130,319,208","226,739,416"
641,Robots,"80,000,000","128,200,012","260,636,271"
642,Shutter Island,"80,000,000","128,012,934","299,461,782"
643,Something's Gotta Give,"80,000,000","124,685,242","266,685,242"
644,Four Christmases,"80,000,000","120,146,040","168,311,558"
645,Face/Off,"80,000,000","112,276,146","241,199,984"
646,Bedtime Stories,"80,000,000","110,101,975","221,468,935"
647,Road to Perdition,"80,000,000","104,054,514","183,354,514"
648,Just Go With It,"80,000,000","103,028,109","214,974,953"
649,Daredevil,"80,000,000","102,543,518","182,782,518"
650,Eagle Eye,"80,000,000","101,440,743","180,585,259"
651,Con Air,"80,000,000","101,117,573","224,117,573"
652,Yogi Bear,"80,000,000","100,246,011","204,774,690"
653,Cold Mountain,"80,000,000","95,632,614","165,173,909"
654,The Book of Eli,"80,000,000","94,835,059","158,750,817"
655,Flubber,"80,000,000","92,993,801","177,993,801"
656,The Haunting,"80,000,000","91,188,905","180,188,905"
657,Space Jam,"80,000,000","90,463,534","250,180,384"
658,Fury,"80,000,000","85,817,906","210,315,681"
659,Smallfoot,"80,000,000","83,240,103","214,244,195"
660,The Pink Panther,"80,000,000","82,226,474","158,926,474"
661,Zookeeper,"80,000,000","80,360,866","170,805,525"
662,The Day the Earth Stood Still,"80,000,000","79,366,978","237,370,350"
663,Conspiracy Theory,"80,000,000","76,118,990","142,783,718"
664,"Six Days, Seven Nights","80,000,000","74,339,294","164,800,000"
665,Spirit: Stallion of the Cimarron,"80,000,000","73,215,310","106,515,310"
666,Swordfish,"80,000,000","69,772,969","147,080,413"
667,Fantasia 2000 (Theatrical Release),"80,000,000","69,610,858","69,618,634"
668,Lost In Space,"80,000,000","69,117,629","136,047,317"
669,The Manchurian Candidate,"80,000,000","65,948,711","96,135,872"
670,Déjà Vu,"80,000,000","64,038,616","181,038,616"
671,Bewitched,"80,000,000","63,313,159","131,159,306"
672,The Good Shepherd,"80,000,000","59,908,565","100,378,271"
673,The Time Machine,"80,000,000","56,684,819","98,983,590"
674,What Dreams May Come,"80,000,000","55,485,043","71,485,043"
675,Mighty Joe Young,"80,000,000","50,632,037","50,632,037"
676,Ad Astra,"80,000,000","50,188,370","135,406,280"
677,The Legend of Zorro,"80,000,000","45,575,336","141,475,336"
678,Little Nicky,"80,000,000","39,442,871","58,270,391"
679,Surrogates,"80,000,000","38,577,772","119,668,350"
680,Evolution,"80,000,000","38,311,134","98,341,932"
681,The Brothers Grimm,"80,000,000","37,899,638","105,299,638"
682,Mars Attacks!,"80,000,000","37,771,017","101,371,017"
683,The Wild,"80,000,000","37,384,046","99,010,667"
684,Walking with Dinosaurs,"80,000,000","36,076,121","123,368,842"
685,Thirteen Days,"80,000,000","34,566,746","66,554,547"
686,Daylight,"80,000,000","32,908,290","158,908,290"
687,The Last Witch Hunter,"80,000,000","27,367,660","130,818,912"
688,Pompeii,"80,000,000","23,169,033","108,469,033"
689,Battlefield Earth: A Saga of the Year 3000,"80,000,000","21,471,685","29,725,663"
690,Looney Tunes: Back in Action,"80,000,000","20,950,820","54,540,662"
691,Nine,"80,000,000","19,676,965","56,984,219"
692,Timeline,"80,000,000","19,480,739","26,703,184"
693,Oceans,"80,000,000","19,422,319","86,787,530"
694,Babe: Pig in the City,"80,000,000","18,319,860","69,131,860"
695,The Postman,"80,000,000","17,650,704","20,841,123"
696,Red Planet,"80,000,000","17,480,890","33,463,969"
697,Arthur et les Minimoys,"80,000,000","15,132,763","113,325,743"
698,The Invasion,"80,000,000","15,074,191","40,147,042"
699,Amsterdam,"80,000,000","14,947,969","29,400,826"
700,A Sound of Thunder,"80,000,000","1,900,451","6,300,451"
701,The Aeronauts,"80,000,000",0,"6,628,721"
702,The Lion King,"79,300,000","421,785,283","986,193,783"
703,Journey 2: The Mysterious Island,"79,000,000","103,860,290","318,146,162"
704,Jack and Jill,"79,000,000","74,158,157","150,519,217"
705,A Beautiful Mind,"78,000,000","170,708,996","317,668,058"
706,Cloudy with a Chance of Meatballs 2,"78,000,000","119,793,567","274,392,649"
707,Red Dragon,"78,000,000","92,955,420","206,455,420"
708,Hidalgo,"78,000,000","67,286,731","108,086,731"
709,The League of Extraordinary Gentlemen,"78,000,000","66,465,204","179,265,204"
710,Exorcist: The Beginning,"78,000,000","41,814,863","43,957,541"
